Año,Codigo_Dep,Departamento,Codigo_Mun,Municipio,No. Muestras,IRCA,Nivel de riesgo
2018,91,Amazonas,91001,Leticia,95,19.85,Medio
2018,91,Amazonas,91540,Puerto Nariño,24,28.88,Medio
2018,5,Antioquia,5002,Abejorral,67,0.69,Sin riesgo
2018,5,Antioquia,5004,Abriaquí,35,4.36,Sin riesgo
2018,5,Antioquia,5021,Alejandría,36,2.5,Sin riesgo
2018,5,Antioquia,5030,Amagá,34,0,Sin riesgo
2018,5,Antioquia,5031,Amalfi,71,0.75,Sin riesgo
2018,5,Antioquia,5034,Andes,68,3.01,Sin riesgo
2018,5,Antioquia,5036,Angelópolis,36,2.55,Sin riesgo
2018,5,Antioquia,5038,Angostura,35,0,Sin riesgo
2018,5,Antioquia,5040,Anorí,36,1.59,Sin riesgo
2018,5,Antioquia,5044,Anza,36,0.54,Sin riesgo
2018,5,Antioquia,5045,Apartadó,137,0.79,Sin riesgo
2018,5,Antioquia,5051,Arboletes,34,1.87,Sin riesgo
2018,5,Antioquia,5055,Argelia,33,81.68,Inviable sanitariamente
2018,5,Antioquia,5059,Armenia,33,0.8,Sin riesgo
2018,5,Antioquia,5079,Barbosa,59,0.06,Sin riesgo
2018,5,Antioquia,5088,Bello,144,1.21,Sin riesgo
2018,5,Antioquia,5086,Belmira,36,1.08,Sin riesgo
2018,5,Antioquia,5091,Betania,36,2.7,Sin riesgo
2018,5,Antioquia,5093,Betulia,36,0,Sin riesgo
2018,5,Antioquia,5107,Briceño,36,2.01,Sin riesgo
2018,5,Antioquia,5113,Buriticá,35,0,Sin riesgo
2018,5,Antioquia,5120,Cáceres,35,3.55,Sin riesgo
2018,5,Antioquia,5125,Caicedo,35,0,Sin riesgo
2018,5,Antioquia,5129,Caldas,86,6.48,Bajo
2018,5,Antioquia,5134,Campamento,36,2,Sin riesgo
2018,5,Antioquia,5138,Cañasgordas,36,0.54,Sin riesgo
2018,5,Antioquia,5142,Caracolí,35,0.26,Sin riesgo
2018,5,Antioquia,5145,Caramanta,36,0,Sin riesgo
2018,5,Antioquia,5147,Carepa,57,3.83,Sin riesgo
2018,5,Antioquia,5150,Carolina,36,0.74,Sin riesgo
2018,5,Antioquia,5154,Caucasia,223,1.55,Sin riesgo
2018,5,Antioquia,5172,Chigorodó,60,0.32,Sin riesgo
2018,5,Antioquia,5190,Cisneros,48,23.31,Medio
2018,5,Antioquia,5101,Ciudad Bolívar,108,6.23,Bajo
2018,5,Antioquia,5197,Cocorná,36,2.84,Sin riesgo
2018,5,Antioquia,5206,Concepción,35,0.63,Sin riesgo
2018,5,Antioquia,5209,Concordia,36,0,Sin riesgo
2018,5,Antioquia,5212,Copacabana,84,0.7,Sin riesgo
2018,5,Antioquia,5234,Dabeiba,71,0.27,Sin riesgo
2018,5,Antioquia,5237,Don Matías,36,0,Sin riesgo
2018,5,Antioquia,5240,Ebéjico,36,5.41,Bajo
2018,5,Antioquia,5250,El Bagre,60,1.05,Sin riesgo
2018,5,Antioquia,5148,El Carmen De Viboral,60,0.44,Sin riesgo
2018,5,Antioquia,5697,El Santuario,72,0.3,Sin riesgo
2018,5,Antioquia,5264,Entrerrios,36,6.5,Bajo
2018,5,Antioquia,5266,Envigado,40,0,Sin riesgo
2018,5,Antioquia,5282,Fredonia,36,0,Sin riesgo
2018,5,Antioquia,5284,Frontino,71,0,Sin riesgo
2018,5,Antioquia,5306,Giraldo,37,4.45,Sin riesgo
2018,5,Antioquia,5308,Girardota,59,0,Sin riesgo
2018,5,Antioquia,5310,Gómez Plata,36,0.54,Sin riesgo
2018,5,Antioquia,5313,Granada,36,1.47,Sin riesgo
2018,5,Antioquia,5315,Guadalupe,36,1.28,Sin riesgo
2018,5,Antioquia,5318,Guarne,36,0,Sin riesgo
2018,5,Antioquia,5321,Guatape,36,0.74,Sin riesgo
2018,5,Antioquia,5347,Heliconia,35,0.55,Sin riesgo
2018,5,Antioquia,5353,Hispania,37,0.62,Sin riesgo
2018,5,Antioquia,5360,Itagui,117,0.03,Sin riesgo
2018,5,Antioquia,5361,Ituango,36,0.61,Sin riesgo
2018,5,Antioquia,5364,Jardín,36,0.54,Sin riesgo
2018,5,Antioquia,5368,Jericó,36,0.74,Sin riesgo
2018,5,Antioquia,5376,La Ceja,131,0.6,Sin riesgo
2018,5,Antioquia,5380,La Estrella,58,0,Sin riesgo
2018,5,Antioquia,5390,La Pintada,35,2.07,Sin riesgo
2018,5,Antioquia,5400,La Unión,36,0.54,Sin riesgo
2018,5,Antioquia,5411,Liborina,36,0,Sin riesgo
2018,5,Antioquia,5425,Maceo,35,0,Sin riesgo
2018,5,Antioquia,5440,Marinilla,60,0.38,Sin riesgo
2018,5,Antioquia,5001,Medellín,1938,0.69,Sin riesgo
2018,5,Antioquia,5467,Montebello,35,5.57,Bajo
2018,5,Antioquia,5480,Mutatá,72,0.56,Sin riesgo
2018,5,Antioquia,5483,Nariño,34,4.21,Sin riesgo
2018,5,Antioquia,5495,Nechí,34,0.78,Sin riesgo
2018,5,Antioquia,5490,Necoclí,36,3.56,Sin riesgo
2018,5,Antioquia,5501,Olaya,80,5.42,Bajo
2018,5,Antioquia,5541,Peñol,36,0.59,Sin riesgo
2018,5,Antioquia,5543,Peque,34,3.06,Sin riesgo
2018,5,Antioquia,5576,Pueblorrico,36,1.08,Sin riesgo
2018,5,Antioquia,5579,Puerto Berrío,57,0.34,Sin riesgo
2018,5,Antioquia,5585,Puerto Nare,108,1.57,Sin riesgo
2018,5,Antioquia,5591,Puerto Triunfo,139,4.3,Sin riesgo
2018,5,Antioquia,5604,Remedios,36,0.64,Sin riesgo
2018,5,Antioquia,5607,Retiro,72,3.11,Sin riesgo
2018,5,Antioquia,5615,Rionegro,58,0,Sin riesgo
2018,5,Antioquia,5628,Sabanalarga,36,0.74,Sin riesgo
2018,5,Antioquia,5631,Sabaneta,49,1.79,Sin riesgo
2018,5,Antioquia,5642,Salgar,36,0,Sin riesgo
2018,5,Antioquia,5647,San Andrés De Cuerquía,35,4.14,Sin riesgo
2018,5,Antioquia,5649,San Carlos,36,2.73,Sin riesgo
2018,5,Antioquia,5652,San Francisco,36,3.78,Sin riesgo
2018,5,Antioquia,5656,San Jerónimo,37,1.43,Sin riesgo
2018,5,Antioquia,5658,San José De La Montaña,36,0.81,Sin riesgo
2018,5,Antioquia,5659,San Juan De Urabá,32,12.21,Bajo
2018,5,Antioquia,5660,San Luis,72,2.7,Sin riesgo
2018,5,Antioquia,5664,San Pedro De Los Milagros,35,0.06,Sin riesgo
2018,5,Antioquia,5665,San Pedro De Uraba,36,1.37,Sin riesgo
2018,5,Antioquia,5667,San Rafael,36,0,Sin riesgo
2018,5,Antioquia,5670,San Roque,36,1.27,Sin riesgo
2018,5,Antioquia,5674,San Vicente,36,0.54,Sin riesgo
2018,5,Antioquia,5679,Santa Bárbara,36,0.05,Sin riesgo
2018,5,Antioquia,5686,Santa Rosa De Osos,60,0.24,Sin riesgo
2018,5,Antioquia,5042,Santafé De Antioquia,36,0,Sin riesgo
2018,5,Antioquia,5690,Santo Domingo,36,1.08,Sin riesgo
2018,5,Antioquia,5736,Segovia,59,2.66,Sin riesgo
2018,5,Antioquia,5756,Sonson,47,11.04,Bajo
2018,5,Antioquia,5761,Sopetrán,34,0,Sin riesgo
2018,5,Antioquia,5789,Támesis,36,0.64,Sin riesgo
2018,5,Antioquia,5790,Tarazá,72,17.71,Medio
2018,5,Antioquia,5792,Tarso,34,0,Sin riesgo
2018,5,Antioquia,5809,Titiribí,72,0.64,Sin riesgo
2018,5,Antioquia,5819,Toledo,34,38.94,Alto
2018,5,Antioquia,5837,Turbo,95,1.79,Sin riesgo
2018,5,Antioquia,5842,Uramita,70,3.31,Sin riesgo
2018,5,Antioquia,5847,Urrao,36,0.1,Sin riesgo
2018,5,Antioquia,5854,Valdivia,36,0.54,Sin riesgo
2018,5,Antioquia,5856,Valparaíso,36,0,Sin riesgo
2018,5,Antioquia,5858,Vegachí,35,0.61,Sin riesgo
2018,5,Antioquia,5861,Venecia,36,0,Sin riesgo
2018,5,Antioquia,5885,Yalí,33,2.15,Sin riesgo
2018,5,Antioquia,5887,Yarumal,72,3.94,Sin riesgo
2018,5,Antioquia,5890,Yolombó,36,0.81,Sin riesgo
2018,5,Antioquia,5893,Yondó,35,1.41,Sin riesgo
2018,5,Antioquia,5895,Zaragoza,54,46.35,Alto
2018,81,Arauca,81001,Arauca,198,1.33,Sin riesgo
2018,81,Arauca,81065,Arauquita,82,0.06,Sin riesgo
2018,81,Arauca,81220,Cravo Norte,85,6.36,Bajo
2018,81,Arauca,81300,Fortul,83,2.15,Sin riesgo
2018,81,Arauca,81591,Puerto Rondón,85,0.84,Sin riesgo
2018,81,Arauca,81736,Saravena,86,0.28,Sin riesgo
2018,81,Arauca,81794,Tame,88,1.35,Sin riesgo
2018,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88564,Providencia,6,36.84,Alto
2018,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001,San Andrés,84,1.84,Sin riesgo
2018,8,Atlántico,8078,Baranoa,58,4.41,Sin riesgo
2018,8,Atlántico,8001,Barranquilla,263,0,Sin riesgo
2018,8,Atlántico,8137,Campo De La Cruz,47,18.03,Medio
2018,8,Atlántico,8141,Candelaria,56,3.1,Sin riesgo
2018,8,Atlántico,8296,Galapa,79,1.43,Sin riesgo
2018,8,Atlántico,8372,Juan De Acosta,63,0,Sin riesgo
2018,8,Atlántico,8421,Luruaco,118,14.51,Medio
2018,8,Atlántico,8433,Malambo,72,1.77,Sin riesgo
2018,8,Atlántico,8436,Manatí,64,2.07,Sin riesgo
2018,8,Atlántico,8520,Palmar De Varela,33,0,Sin riesgo
2018,8,Atlántico,8549,Piojó,38,0.49,Sin riesgo
2018,8,Atlántico,8558,Polonuevo,40,0,Sin riesgo
2018,8,Atlántico,8560,Ponedera,78,3.39,Sin riesgo
2018,8,Atlántico,8573,Puerto Colombia,45,0,Sin riesgo
2018,8,Atlántico,8606,Repelón,66,28.41,Medio
2018,8,Atlántico,8634,Sabanagrande,33,0,Sin riesgo
2018,8,Atlántico,8638,Sabanalarga,157,34.5,Medio
2018,8,Atlántico,8675,Santa Lucía,34,13.96,Bajo
2018,8,Atlántico,8685,Santo Tomás,33,0,Sin riesgo
2018,8,Atlántico,8758,Soledad,179,0.01,Sin riesgo
2018,8,Atlántico,8770,Suan,35,9.29,Bajo
2018,8,Atlántico,8832,Tubará,82,18.42,Medio
2018,8,Atlántico,8849,Usiacurí,32,0,Sin riesgo
2018,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",2528,3.29,Sin riesgo
2018,13,Bolívar,13006,Achí,24,61.09,Alto
2018,13,Bolívar,13030,Altos Del Rosario,21,60,Alto
2018,13,Bolívar,13042,Arenal,17,60.68,Alto
2018,13,Bolívar,13052,Arjona,20,5.63,Bajo
2018,13,Bolívar,13062,Arroyohondo,6,76.1,Alto
2018,13,Bolívar,13074,Barrao De Loba,32,32.36,Medio
2018,13,Bolívar,13140,Calamar,28,45.09,Alto
2018,13,Bolívar,13160,Cantagallo,28,15.63,Medio
2018,13,Bolívar,13001,Cartagena,411,0,Sin riesgo
2018,13,Bolívar,13188,Cicuco,30,5.02,Sin riesgo
2018,13,Bolívar,13222,Clemencia,31,20.17,Medio
2018,13,Bolívar,13212,Córdoba,20,18.94,Medio
2018,13,Bolívar,13244,El Carmen De Bolívar,28,0,Sin riesgo
2018,13,Bolívar,13248,El Guamo,15,40.48,Alto
2018,13,Bolívar,13268,El Peñón,20,51.96,Alto
2018,13,Bolívar,13300,Hatillo De Loba,26,78.72,Alto
2018,13,Bolívar,13430,Magangué,32,0,Sin riesgo
2018,13,Bolívar,13433,Mahates,56,42.81,Alto
2018,13,Bolívar,13440,Margarita,32,86.26,Inviable sanitariamente
2018,13,Bolívar,13442,María La Baja,24,43.81,Alto
2018,13,Bolívar,13468,Mompós,24,40.03,Alto
2018,13,Bolívar,13458,Montecristo,15,43.33,Alto
2018,13,Bolívar,13473,Morales,32,21.09,Medio
2018,13,Bolívar,13490,Norosí,32,42.97,Alto
2018,13,Bolívar,13549,Pinillos,28,40.15,Alto
2018,13,Bolívar,13580,Regidor,27,29.32,Medio
2018,13,Bolívar,13600,Río Viejo,28,25.26,Medio
2018,13,Bolívar,13620,San Cristóbal,26,36.77,Alto
2018,13,Bolívar,13650,San Fernando,27,49.21,Alto
2018,13,Bolívar,13655,San Jacinto Del Cauca,28,23.45,Medio
2018,13,Bolívar,13657,San Juan Nepomuceno,6,35.27,Alto
2018,13,Bolívar,13667,San Martín De Loba,20,30.04,Medio
2018,13,Bolívar,13670,San Pablo,28,0,Sin riesgo
2018,13,Bolívar,13673,Santa Catalina,20,88.15,Inviable sanitariamente
2018,13,Bolívar,13683,Santa Rosa,91,41.77,Alto
2018,13,Bolívar,13688,Santa Rosa Del Sur,32,0,Sin riesgo
2018,13,Bolívar,13744,Simití,32,1.25,Sin riesgo
2018,13,Bolívar,13780,Talaigua Nuevo,28,13.42,Bajo
2018,13,Bolívar,13810,Tiquisio,32,60.32,Alto
2018,13,Bolívar,13836,Turbaco,24,4.69,Sin riesgo
2018,13,Bolívar,13838,Turbaná,32,25.75,Medio
2018,13,Bolívar,13894,Zambrano,20,14.38,Medio
2018,15,Boyacá,15022,Almeida,8,0,Sin riesgo
2018,15,Boyacá,15047,Aquitania,11,0,Sin riesgo
2018,15,Boyacá,15051,Arcabuco,13,21.8,Medio
2018,15,Boyacá,15087,Belén,11,6.33,Bajo
2018,15,Boyacá,15090,Berbeo,9,6.07,Bajo
2018,15,Boyacá,15092,Betéitiva,12,11.87,Bajo
2018,15,Boyacá,15097,Boavita,12,3.18,Sin riesgo
2018,15,Boyacá,15104,Boyacá,16,1.47,Sin riesgo
2018,15,Boyacá,15106,Briceño,11,7.92,Bajo
2018,15,Boyacá,15109,Buenavista,10,4.76,Sin riesgo
2018,15,Boyacá,15114,Busbanzá,10,2.12,Sin riesgo
2018,15,Boyacá,15131,Caldas,8,19.63,Medio
2018,15,Boyacá,15135,Campohermoso,9,1.53,Sin riesgo
2018,15,Boyacá,15162,Cerinza,10,6.56,Bajo
2018,15,Boyacá,15172,Chinavita,12,4.05,Sin riesgo
2018,15,Boyacá,15176,Chiquinquirá,58,7.04,Bajo
2018,15,Boyacá,15232,Chíquiza,10,5.27,Bajo
2018,15,Boyacá,15180,Chiscas,10,0.7,Sin riesgo
2018,15,Boyacá,15183,Chita,7,5.39,Bajo
2018,15,Boyacá,15185,Chitaraque,8,13.43,Bajo
2018,15,Boyacá,15187,Chivatá,23,0.34,Sin riesgo
2018,15,Boyacá,15236,Chivor,6,3.01,Sin riesgo
2018,15,Boyacá,15189,Ciénega,12,8.19,Bajo
2018,15,Boyacá,15204,Cómbita,28,11.57,Bajo
2018,15,Boyacá,15212,Coper,9,5.97,Bajo
2018,15,Boyacá,15215,Corrales,16,9.98,Bajo
2018,15,Boyacá,15218,Covarachía,11,2.73,Sin riesgo
2018,15,Boyacá,15223,Cubará,8,0,Sin riesgo
2018,15,Boyacá,15224,Cucaita,16,20.09,Medio
2018,15,Boyacá,15226,Cuítiva,8,2.3,Sin riesgo
2018,15,Boyacá,15238,Duitama,180,0.42,Sin riesgo
2018,15,Boyacá,15244,El Cocuy,10,0.69,Sin riesgo
2018,15,Boyacá,15248,El Espino,9,3.01,Sin riesgo
2018,15,Boyacá,15272,Firavitoba,9,2.15,Sin riesgo
2018,15,Boyacá,15276,Floresta,12,0,Sin riesgo
2018,15,Boyacá,15293,Gachantivá,10,0.71,Sin riesgo
2018,15,Boyacá,15296,Gameza,24,15.18,Medio
2018,15,Boyacá,15299,Garagoa,26,18.01,Medio
2018,15,Boyacá,15317,Guacamayas,8,4.6,Sin riesgo
2018,15,Boyacá,15322,Guateque,18,4.83,Sin riesgo
2018,15,Boyacá,15325,Guayatá,11,9.05,Bajo
2018,15,Boyacá,15332,Güicán,10,3.8,Sin riesgo
2018,15,Boyacá,15362,Iza,9,0,Sin riesgo
2018,15,Boyacá,15367,Jenesano,11,0.78,Sin riesgo
2018,15,Boyacá,15368,Jericó,8,2.3,Sin riesgo
2018,15,Boyacá,15380,La Capilla,15,32.84,Medio
2018,15,Boyacá,15403,La Uvita,10,1.7,Sin riesgo
2018,15,Boyacá,15401,La Victoria,8,6.91,Bajo
2018,15,Boyacá,15377,Labranzagrande,9,0,Sin riesgo
2018,15,Boyacá,15425,Macanal,10,0,Sin riesgo
2018,15,Boyacá,15442,Maripí,21,8.71,Bajo
2018,15,Boyacá,15455,Miraflores,13,0.28,Sin riesgo
2018,15,Boyacá,15464,Mongua,12,10.65,Bajo
2018,15,Boyacá,15466,Monguí,18,42.15,Alto
2018,15,Boyacá,15469,Moniquirá,26,16.61,Medio
2018,15,Boyacá,15476,Motavita,15,11.43,Bajo
2018,15,Boyacá,15480,Muzo,9,0,Sin riesgo
2018,15,Boyacá,15491,Nobsa,40,1.83,Sin riesgo
2018,15,Boyacá,15494,Nuevo Colón,15,7.05,Bajo
2018,15,Boyacá,15500,Oicatá,18,5.57,Bajo
2018,15,Boyacá,15507,Otahe,10,0,Sin riesgo
2018,15,Boyacá,15511,Pachavita,10,8.65,Bajo
2018,15,Boyacá,15514,Páez,8,2.42,Sin riesgo
2018,15,Boyacá,15516,Paipa,36,1.22,Sin riesgo
2018,15,Boyacá,15518,Pajarito,9,0,Sin riesgo
2018,15,Boyacá,15522,Panqueba,9,0,Sin riesgo
2018,15,Boyacá,15531,Pauna,8,0.41,Sin riesgo
2018,15,Boyacá,15533,Paya,8,0.47,Sin riesgo
2018,15,Boyacá,15537,Paz De Río,11,5.79,Bajo
2018,15,Boyacá,15542,Pesca,12,4.3,Sin riesgo
2018,15,Boyacá,15550,Pisba,6,8.13,Bajo
2018,15,Boyacá,15572,Puerto Boyacá,42,4.73,Sin riesgo
2018,15,Boyacá,15580,Quípama,9,4.16,Sin riesgo
2018,15,Boyacá,15599,Ramiriquí,16,3.73,Sin riesgo
2018,15,Boyacá,15600,Ráquira,10,24.11,Medio
2018,15,Boyacá,15621,Rondón,9,4.3,Sin riesgo
2018,15,Boyacá,15632,Saboyá,10,16.29,Medio
2018,15,Boyacá,15638,Sáchica,12,10.8,Bajo
2018,15,Boyacá,15646,Samacá,29,9.81,Bajo
2018,15,Boyacá,15660,San Eduardo,10,0,Sin riesgo
2018,15,Boyacá,15664,San José De Pare,8,0,Sin riesgo
2018,15,Boyacá,15667,San Luis De Gaceno,11,0.1,Sin riesgo
2018,15,Boyacá,15673,San Mateo,11,16.34,Medio
2018,15,Boyacá,15676,San Miguel De Sema,9,2.98,Sin riesgo
2018,15,Boyacá,15681,San Pablo De Borbur,10,2.09,Sin riesgo
2018,15,Boyacá,15690,Santa María,10,4.61,Sin riesgo
2018,15,Boyacá,15693,Santa Rosa De Viterbo,11,8.57,Bajo
2018,15,Boyacá,15696,Santa Sofía,9,1.41,Sin riesgo
2018,15,Boyacá,15686,Santana,10,1.85,Sin riesgo
2018,15,Boyacá,15720,Sativanorte,9,0,Sin riesgo
2018,15,Boyacá,15723,Sativasur,9,12.89,Bajo
2018,15,Boyacá,15740,Siachoque,15,32.7,Medio
2018,15,Boyacá,15753,Soatá,11,0,Sin riesgo
2018,15,Boyacá,15757,Socha,11,1.74,Sin riesgo
2018,15,Boyacá,15755,Socotá,10,16.16,Medio
2018,15,Boyacá,15759,Sogamoso,175,0.05,Sin riesgo
2018,15,Boyacá,15761,Somondoco,9,4.57,Sin riesgo
2018,15,Boyacá,15762,Sora,11,0.43,Sin riesgo
2018,15,Boyacá,15764,Soracá,15,11.16,Bajo
2018,15,Boyacá,15763,Sotaquirá,10,0,Sin riesgo
2018,15,Boyacá,15774,Susacón,14,8.23,Bajo
2018,15,Boyacá,15776,Sutamarchán,9,18.63,Medio
2018,15,Boyacá,15778,Sutatenza,8,3.09,Sin riesgo
2018,15,Boyacá,15790,Tasco,10,0,Sin riesgo
2018,15,Boyacá,15798,Tenza,8,0,Sin riesgo
2018,15,Boyacá,15804,Tibaná,11,0,Sin riesgo
2018,15,Boyacá,15806,Tibasosa,16,3.03,Sin riesgo
2018,15,Boyacá,15808,Tinjacá,10,11.61,Bajo
2018,15,Boyacá,15810,Tipacoque,9,0,Sin riesgo
2018,15,Boyacá,15814,Toca,12,12.06,Bajo
2018,15,Boyacá,15816,Togüí,9,3.13,Sin riesgo
2018,15,Boyacá,15820,Tópaga,16,30.6,Medio
2018,15,Boyacá,15822,Tota,10,6.71,Bajo
2018,15,Boyacá,15001,Tunja,282,5.28,Bajo
2018,15,Boyacá,15832,Tununguá,8,13.25,Bajo
2018,15,Boyacá,15835,Turmequé,12,0.31,Sin riesgo
2018,15,Boyacá,15837,Tuta,17,0.42,Sin riesgo
2018,15,Boyacá,15839,Tutazá,18,5.16,Bajo
2018,15,Boyacá,15842,Umbita,9,0.52,Sin riesgo
2018,15,Boyacá,15861,Ventaquemada,16,0.73,Sin riesgo
2018,15,Boyacá,15407,Villa De Leyva,55,3.12,Sin riesgo
2018,15,Boyacá,15879,Viracachá,9,0.41,Sin riesgo
2018,15,Boyacá,15897,Zetaquira,10,0.74,Sin riesgo
2018,17,Caldas,17013,Aguadas,28,0,Sin riesgo
2018,17,Caldas,17042,Anserma,41,0,Sin riesgo
2018,17,Caldas,17050,Aranzazu,10,0.33,Sin riesgo
2018,17,Caldas,17088,Belalcázar,10,0,Sin riesgo
2018,17,Caldas,17174,Chihiná,82,0.59,Sin riesgo
2018,17,Caldas,17272,Filadelfia,10,0,Sin riesgo
2018,17,Caldas,17380,La Dorada,47,0.14,Sin riesgo
2018,17,Caldas,17388,La Merced,11,0,Sin riesgo
2018,17,Caldas,17001,Manizales,193,0.63,Sin riesgo
2018,17,Caldas,17433,Manzanares,22,0,Sin riesgo
2018,17,Caldas,17442,Marmato,9,2.62,Sin riesgo
2018,17,Caldas,17444,Marquetalia,11,0.61,Sin riesgo
2018,17,Caldas,17446,Marulanda,10,11.56,Bajo
2018,17,Caldas,17486,Neira,24,1.84,Sin riesgo
2018,17,Caldas,17495,Norcasia,23,1.66,Sin riesgo
2018,17,Caldas,17513,Pácora,12,3.93,Sin riesgo
2018,17,Caldas,17524,Palestina,40,6.42,Bajo
2018,17,Caldas,17541,Pensilvania,24,2.07,Sin riesgo
2018,17,Caldas,17614,Riosucio,57,5.89,Bajo
2018,17,Caldas,17616,Risaralda,11,0,Sin riesgo
2018,17,Caldas,17653,Salamina,21,0,Sin riesgo
2018,17,Caldas,17662,Samaná,17,4.79,Sin riesgo
2018,17,Caldas,17665,San José,10,0,Sin riesgo
2018,17,Caldas,17777,Supía,41,0.17,Sin riesgo
2018,17,Caldas,17867,Victoria,11,0,Sin riesgo
2018,17,Caldas,17873,Villamaría,59,2.54,Sin riesgo
2018,17,Caldas,17877,Viterbo,18,0,Sin riesgo
2018,18,Caquetá,18029,Albania,10,1.94,Sin riesgo
2018,18,Caquetá,18094,Belén De Los Andaquíes,18,3.23,Sin riesgo
2018,18,Caquetá,18150,Cartagena Del Chairá,39,10.83,Bajo
2018,18,Caquetá,18205,Curillo,23,20.8,Medio
2018,18,Caquetá,18247,El Doello,38,12.67,Bajo
2018,18,Caquetá,18256,El Paujil,38,6.61,Bajo
2018,18,Caquetá,18001,Florencia,33,0,Sin riesgo
2018,18,Caquetá,18410,La Montañita,32,9.87,Bajo
2018,18,Caquetá,18460,Milán,17,2.38,Sin riesgo
2018,18,Caquetá,18479,Morelia,9,89.22,Inviable sanitariamente
2018,18,Caquetá,18592,Puerto Rico,38,5.26,Sin riesgo
2018,18,Caquetá,18610,San José Del Fragua,18,1.29,Sin riesgo
2018,18,Caquetá,18753,San Vicente Del Caguán,33,3.22,Sin riesgo
